invoice_id,invoice_date,plant,energy_vendor,energy_type,invoice_amount_usd,billing_period_start,billing_period_end,meter_id,rate_plan,payment_terms,currency
900405,3/1/2024,Plant_IL_Chicago,Exelon Utility Co,Natural Gas,51588.17,1/31/2024,3/1/2024,MTR-99998,Time-of-Use,Net 30,USD
900406,3/26/2024,Plant_MI_Detroit,Duke Energy,Electricity,77669.15,2/25/2024,3/26/2024,MTR-20599,Variable,Net 30,USD
900407,3/16/2024,Plant_MI_Detroit,Duke Energy,Natural Gas,43268.95,2/15/2024,3/16/2024,MTR-52159,Fixed,Net 30,USD
900408,3/10/2024,Plant_MI_Detroit,NextEra Energy,Electricity,79676.86,2/9/2024,3/10/2024,MTR-68143,Variable,Net 30,USD
900409,3/21/2024,Plant_MI_Detroit,NextEra Energy,Natural Gas,68697.65,2/20/2024,3/21/2024,MTR-93657,Time-of-Use,Net 30,USD
900410,3/15/2024,Plant_MI_Detroit,Dominion Energy,Electricity,109351.57,2/14/2024,3/15/2024,MTR-26668,Fixed,Net 30,USD
900411,3/8/2024,Plant_MI_Detroit,Dominion Energy,Electricity,79418.25,2/7/2024,3/8/2024,MTR-35985,Fixed,Net 30,USD
900412,3/20/2024,Plant_MI_Detroit,Exelon Utilities,Electricity,69486.34,2/19/2024,3/20/2024,MTR-40056,Fixed,Net 30,USD
900413,3/23/2024,Plant_MI_Detroit,NRG Energy,Water & Utilities,17100.43,2/22/2024,3/23/2024,MTR-41733,Time-of-Use,Net 30,USD
900414,3/23/2024,Plant_MI_Detroit,NRG Energy,Natural Gas,16225.08,2/22/2024,3/23/2024,MTR-69936,Variable,Net 30,USD
900415,3/21/2024,Plant_MI_Detroit,NRG Energy,Electricity,82212.44,2/20/2024,3/21/2024,MTR-43400,Fixed,Net 30,USD
900416,3/25/2024,Plant_MI_Detroit,FirstEnergy,Water & Utilities,5191.95,2/24/2024,3/25/2024,MTR-44849,Fixed,Net 30,USD
900417,3/16/2024,Plant_MI_Detroit,FirstEnergy,Water & Utilities,19102.45,2/15/2024,3/16/2024,MTR-85594,Variable,Net 30,USD
900418,3/16/2024,Plant_MI_Detroit,Edison International,Electricity,30470.93,2/15/2024,3/16/2024,MTR-21492,Fixed,Net 30,USD
900419,3/11/2024,Plant_MI_Detroit,Edison International,Electricity,95262.17,2/10/2024,3/11/2024,MTR-27334,Variable,Net 30,USD
900420,3/13/2024,Plant_MI_Detroit,Edison International,Electricity,93463.85,2/12/2024,3/13/2024,MTR-92892,Time-of-Use,Net 30,USD
900421,3/10/2024,Plant_MI_Detroit,AES Corporation,Natural Gas,44655.69,2/9/2024,3/10/2024,MTR-98538,Fixed,Net 30,USD
900422,3/9/2024,Plant_MI_Detroit,Southern Power,Steam,26912.84,2/8/2024,3/9/2024,MTR-20281,Time-of-Use,Net 30,USD
900423,3/1/2024,Plant_MI_Detroit,Southern Power,Natural Gas,15545.73,1/31/2024,3/1/2024,MTR-25098,Time-of-Use,Net 30,USD
900424,3/3/2024,Plant_MI_Detroit,Southern Power,Steam,26917.73,2/2/2024,3/3/2024,MTR-11206,Fixed,Net 30,USD
900425,3/13/2024,Plant_MI_Detroit,American Electric Power,Electricity,31342.66,2/12/2024,3/13/2024,MTR-88053,Variable,Net 30,USD
900426,3/23/2024,Plant_MI_Detroit,American Electric Power,Steam,39616.96,2/22/2024,3/23/2024,MTR-28794,Time-of-Use,Net 30,USD
900427,3/5/2024,Plant_MI_Detroit,American Electric Power,Steam,36502.43,2/4/2024,3/5/2024,MTR-97710,Time-of-Use,Net 30,USD
900428,3/21/2024,Plant_MI_Detroit,Duke Energy LLC,Natural Gas,24894.95,2/20/2024,3/21/2024,MTR-13218,Time-of-Use,Net 30,USD
900429,3/8/2024,Plant_MI_Detroit,Duke Energy LLC,Natural Gas,27214.48,2/7/2024,3/8/2024,MTR-94114,Variable,Net 30,USD
900430,3/12/2024,Plant_MI_Detroit,NRG Energy Services,Steam,37297.98,2/11/2024,3/12/2024,MTR-57787,Fixed,Net 30,USD
900431,3/19/2024,Plant_MI_Detroit,NRG Energy Services,Water & Utilities,18642.87,2/18/2024,3/19/2024,MTR-82464,Fixed,Net 30,USD
900432,3/8/2024,Plant_MI_Detroit,NRG Energy Services,Water & Utilities,7193.99,2/7/2024,3/8/2024,MTR-38263,Fixed,Net 30,USD
900433,3/17/2024,Plant_MI_Detroit,Exelon Utility Co,Electricity,42652.95,2/16/2024,3/17/2024,MTR-78608,Variable,Net 30,USD
900434,3/25/2024,Plant_PA_Pittsburgh,Duke Energy,Water & Utilities,19357.84,2/24/2024,3/25/2024,MTR-43661,Variable,Net 30,USD
900435,3/5/2024,Plant_PA_Pittsburgh,Duke Energy,Electricity,65570.11,2/4/2024,3/5/2024,MTR-24915,Variable,Net 30,USD
900436,3/21/2024,Plant_PA_Pittsburgh,NextEra Energy,Steam,24640.29,2/20/2024,3/21/2024,MTR-95226,Time-of-Use,Net 30,USD
900437,3/6/2024,Plant_PA_Pittsburgh,NextEra Energy,Water & Utilities,19541.19,2/5/2024,3/6/2024,MTR-94748,Fixed,Net 30,USD
900438,3/26/2024,Plant_PA_Pittsburgh,Dominion Energy,Electricity,65253.34,2/25/2024,3/26/2024,MTR-24147,Time-of-Use,Net 30,USD
900439,3/10/2024,Plant_PA_Pittsburgh,Dominion Energy,Water & Utilities,18741.49,2/9/2024,3/10/2024,MTR-36782,Variable,Net 30,USD
900440,3/3/2024,Plant_PA_Pittsburgh,Exelon Utilities,Steam,9659.01,2/2/2024,3/3/2024,MTR-71125,Time-of-Use,Net 30,USD
900441,3/11/2024,Plant_PA_Pittsburgh,Exelon Utilities,Natural Gas,32167.95,2/10/2024,3/11/2024,MTR-82787,Time-of-Use,Net 30,USD
900442,3/26/2024,Plant_PA_Pittsburgh,NRG Energy,Electricity,94743.29,2/25/2024,3/26/2024,MTR-47001,Time-of-Use,Net 30,USD
900443,3/23/2024,Plant_PA_Pittsburgh,FirstEnergy,Electricity,85967.83,2/22/2024,3/23/2024,MTR-97478,Fixed,Net 30,USD
900444,3/24/2024,Plant_PA_Pittsburgh,FirstEnergy,Electricity,73098.89,2/23/2024,3/24/2024,MTR-73273,Time-of-Use,Net 30,USD
900445,3/2/2024,Plant_PA_Pittsburgh,FirstEnergy,Natural Gas,44788.99,2/1/2024,3/2/2024,MTR-37642,Fixed,Net 30,USD
900446,3/5/2024,Plant_PA_Pittsburgh,Edison International,Steam,31779.25,2/4/2024,3/5/2024,MTR-47059,Fixed,Net 30,USD
900447,3/24/2024,Plant_PA_Pittsburgh,AES Corporation,Water & Utilities,7748.12,2/23/2024,3/24/2024,MTR-28318,Time-of-Use,Net 30,USD
900448,3/2/2024,Plant_PA_Pittsburgh,Southern Power,Steam,29363.04,2/1/2024,3/2/2024,MTR-79977,Fixed,Net 30,USD
900449,3/17/2024,Plant_PA_Pittsburgh,Southern Power,Steam,28056.12,2/16/2024,3/17/2024,MTR-47453,Variable,Net 30,USD
900450,3/2/2024,Plant_PA_Pittsburgh,American Electric Power,Water & Utilities,7976.88,2/1/2024,3/2/2024,MTR-59433,Variable,Net 30,USD
900451,3/18/2024,Plant_PA_Pittsburgh,American Electric Power,Natural Gas,54045.24,2/17/2024,3/18/2024,MTR-62786,Fixed,Net 30,USD
900452,3/11/2024,Plant_PA_Pittsburgh,Duke Energy LLC,Steam,36099.08,2/10/2024,3/11/2024,MTR-23957,Time-of-Use,Net 30,USD
900453,3/19/2024,Plant_PA_Pittsburgh,NRG Energy Services,Electricity,95526.53,2/18/2024,3/19/2024,MTR-28540,Fixed,Net 30,USD
900454,3/10/2024,Plant_PA_Pittsburgh,NRG Energy Services,Natural Gas,36779.84,2/9/2024,3/10/2024,MTR-26053,Time-of-Use,Net 30,USD
900455,3/20/2024,Plant_PA_Pittsburgh,Exelon Utility Co,Electricity,80039.18,2/19/2024,3/20/2024,MTR-48074,Fixed,Net 30,USD
900456,3/12/2024,Plant_PA_Pittsburgh,Exelon Utility Co,Water & Utilities,20235.49,2/11/2024,3/12/2024,MTR-94120,Fixed,Net 30,USD
900457,4/11/2024,Plant_TX_Houston,Duke Energy,Steam,27876.32,3/12/2024,4/11/2024,MTR-54005,Variable,Net 30,USD
900458,4/15/2024,Plant_TX_Houston,Duke Energy,Water & Utilities,6700.74,3/16/2024,4/15/2024,MTR-44631,Time-of-Use,Net 30,USD
900459,4/9/2024,Plant_TX_Houston,Duke Energy,Water & Utilities,14395.09,3/10/2024,4/9/2024,MTR-42027,Variable,Net 30,USD
900460,4/23/2024,Plant_TX_Houston,NextEra Energy,Water & Utilities,10882.22,3/24/2024,4/23/2024,MTR-17357,Time-of-Use,Net 30,USD
900461,4/15/2024,Plant_TX_Houston,NextEra Energy,Steam,27430.55,3/16/2024,4/15/2024,MTR-67580,Variable,Net 30,USD
900462,4/18/2024,Plant_TX_Houston,NextEra Energy,Electricity,63450.49,3/19/2024,4/18/2024,MTR-40702,Time-of-Use,Net 30,USD
900463,4/20/2024,Plant_TX_Houston,Dominion Energy,Water & Utilities,15871.26,3/21/2024,4/20/2024,MTR-79243,Variable,Net 30,USD
900464,4/22/2024,Plant_TX_Houston,Exelon Utilities,Electricity,84896.14,3/23/2024,4/22/2024,MTR-22182,Variable,Net 30,USD
900465,4/17/2024,Plant_TX_Houston,NRG Energy,Water & Utilities,4794.44,3/18/2024,4/17/2024,MTR-90999,Variable,Net 30,USD
900466,4/3/2024,Plant_TX_Houston,NRG Energy,Water & Utilities,19259.56,3/4/2024,4/3/2024,MTR-24516,Time-of-Use,Net 30,USD
900467,4/3/2024,Plant_TX_Houston,FirstEnergy,Steam,12952.68,3/4/2024,4/3/2024,MTR-15806,Time-of-Use,Net 30,USD
900468,4/21/2024,Plant_TX_Houston,FirstEnergy,Electricity,73098.37,3/22/2024,4/21/2024,MTR-17493,Variable,Net 30,USD
900469,4/5/2024,Plant_TX_Houston,FirstEnergy,Natural Gas,28440.93,3/6/2024,4/5/2024,MTR-25496,Fixed,Net 30,USD
900470,4/8/2024,Plant_TX_Houston,Edison International,Water & Utilities,16062.64,3/9/2024,4/8/2024,MTR-15023,Fixed,Net 30,USD
900471,4/9/2024,Plant_TX_Houston,Edison International,Electricity,22046.26,3/10/2024,4/9/2024,MTR-59810,Variable,Net 30,USD
900472,4/17/2024,Plant_TX_Houston,AES Corporation,Electricity,26076.01,3/18/2024,4/17/2024,MTR-67218,Fixed,Net 30,USD
900473,4/7/2024,Plant_TX_Houston,AES Corporation,Natural Gas,47142.47,3/8/2024,4/7/2024,MTR-95902,Variable,Net 30,USD
900474,4/21/2024,Plant_TX_Houston,AES Corporation,Steam,40898.63,3/22/2024,4/21/2024,MTR-39042,Time-of-Use,Net 30,USD
900475,4/1/2024,Plant_TX_Houston,Southern Power,Natural Gas,17441.23,3/2/2024,4/1/2024,MTR-92857,Time-of-Use,Net 30,USD
900476,4/2/2024,Plant_TX_Houston,American Electric Power,Steam,20748.03,3/3/2024,4/2/2024,MTR-44130,Variable,Net 30,USD
900477,4/1/2024,Plant_TX_Houston,American Electric Power,Electricity,76946.06,3/2/2024,4/1/2024,MTR-25382,Time-of-Use,Net 30,USD
900478,4/1/2024,Plant_TX_Houston,Duke Energy LLC,Steam,36264.18,3/2/2024,4/1/2024,MTR-96950,Variable,Net 30,USD
900479,4/20/2024,Plant_TX_Houston,NRG Energy Services,Electricity,44140.49,3/21/2024,4/20/2024,MTR-52140,Fixed,Net 30,USD
900480,4/2/2024,Plant_TX_Houston,NRG Energy Services,Electricity,104956.11,3/3/2024,4/2/2024,MTR-51215,Time-of-Use,Net 30,USD
900481,4/23/2024,Plant_TX_Houston,Exelon Utility Co,Water & Utilities,19570.37,3/24/2024,4/23/2024,MTR-49717,Variable,Net 30,USD
900482,4/10/2024,Plant_TX_Houston,Exelon Utility Co,Steam,31934.06,3/11/2024,4/10/2024,MTR-46379,Time-of-Use,Net 30,USD
900483,4/25/2024,Plant_TX_Dallas,Duke Energy,Water & Utilities,11774.02,3/26/2024,4/25/2024,MTR-87920,Variable,Net 30,USD
900484,4/24/2024,Plant_TX_Dallas,Duke Energy,Natural Gas,45123.69,3/25/2024,4/24/2024,MTR-19303,Fixed,Net 30,USD
900485,4/17/2024,Plant_TX_Dallas,NextEra Energy,Water & Utilities,19155.01,3/18/2024,4/17/2024,MTR-41798,Variable,Net 30,USD
900486,4/14/2024,Plant_TX_Dallas,NextEra Energy,Steam,10607.22,3/15/2024,4/14/2024,MTR-48625,Fixed,Net 30,USD
900487,4/8/2024,Plant_TX_Dallas,Dominion Energy,Steam,45104.25,3/9/2024,4/8/2024,MTR-27548,Fixed,Net 30,USD
900488,4/15/2024,Plant_TX_Dallas,Dominion Energy,Natural Gas,34816.32,3/16/2024,4/15/2024,MTR-27659,Fixed,Net 30,USD
900489,4/20/2024,Plant_TX_Dallas,Exelon Utilities,Electricity,68677.98,3/21/2024,4/20/2024,MTR-83975,Fixed,Net 30,USD
900490,4/2/2024,Plant_TX_Dallas,NRG Energy,Water & Utilities,10336.81,3/3/2024,4/2/2024,MTR-94795,Variable,Net 30,USD
900491,4/6/2024,Plant_TX_Dallas,FirstEnergy,Natural Gas,45533.18,3/7/2024,4/6/2024,MTR-93870,Time-of-Use,Net 30,USD
900492,4/21/2024,Plant_TX_Dallas,FirstEnergy,Water & Utilities,5388.51,3/22/2024,4/21/2024,MTR-50213,Time-of-Use,Net 30,USD
900493,4/22/2024,Plant_TX_Dallas,Edison International,Water & Utilities,8628.16,3/23/2024,4/22/2024,MTR-56069,Variable,Net 30,USD
900494,4/11/2024,Plant_TX_Dallas,Edison International,Steam,33597.23,3/12/2024,4/11/2024,MTR-92623,Variable,Net 30,USD
900495,4/23/2024,Plant_TX_Dallas,AES Corporation,Steam,21532.23,3/24/2024,4/23/2024,MTR-75028,Variable,Net 30,USD
900496,4/22/2024,Plant_TX_Dallas,Southern Power,Natural Gas,51050.23,3/23/2024,4/22/2024,MTR-63880,Variable,Net 30,USD
900497,4/4/2024,Plant_TX_Dallas,Southern Power,Water & Utilities,16236.83,3/5/2024,4/4/2024,MTR-45483,Variable,Net 30,USD
900498,4/20/2024,Plant_TX_Dallas,American Electric Power,Steam,11333.98,3/21/2024,4/20/2024,MTR-89191,Fixed,Net 30,USD
900499,4/14/2024,Plant_TX_Dallas,American Electric Power,Natural Gas,32190.08,3/15/2024,4/14/2024,MTR-68486,Variable,Net 30,USD
900500,4/19/2024,Plant_TX_Dallas,American Electric Power,Natural Gas,55593.68,3/20/2024,4/19/2024,MTR-22797,Time-of-Use,Net 30,USD
900501,4/18/2024,Plant_TX_Dallas,Duke Energy LLC,Water & Utilities,14940.04,3/19/2024,4/18/2024,MTR-32269,Time-of-Use,Net 30,USD
900502,4/1/2024,Plant_TX_Dallas,Duke Energy LLC,Electricity,26562.7,3/2/2024,4/1/2024,MTR-79393,Fixed,Net 30,USD
900503,4/1/2024,Plant_TX_Dallas,NRG Energy Services,Electricity,55468.07,3/2/2024,4/1/2024,MTR-52938,Fixed,Net 30,USD
900504,4/7/2024,Plant_TX_Dallas,Exelon Utility Co,Natural Gas,72551.61,3/8/2024,4/7/2024,MTR-75453,Variable,Net 30,USD
900505,4/15/2024,Plant_TX_Dallas,Exelon Utility Co,Electricity,78387.12,3/16/2024,4/15/2024,MTR-87161,Time-of-Use,Net 30,USD
900506,4/15/2024,Plant_OH_Toledo,Duke Energy,Electricity,71138.88,3/16/2024,4/15/2024,MTR-25062,Fixed,Net 30,USD
900507,4/10/2024,Plant_OH_Toledo,NextEra Energy,Natural Gas,34720.16,3/11/2024,4/10/2024,MTR-30436,Variable,Net 30,USD
900508,4/11/2024,Plant_OH_Toledo,Dominion Energy,Steam,23811.45,3/12/2024,4/11/2024,MTR-94584,Fixed,Net 30,USD
900509,4/5/2024,Plant_OH_Toledo,Dominion Energy,Natural Gas,40561.81,3/6/2024,4/5/2024,MTR-12858,Fixed,Net 30,USD
900510,4/15/2024,Plant_OH_Toledo,Exelon Utilities,Water & Utilities,21852.27,3/16/2024,4/15/2024,MTR-93795,Variable,Net 30,USD
900511,4/17/2024,Plant_OH_Toledo,Exelon Utilities,Steam,43453.65,3/18/2024,4/17/2024,MTR-75570,Fixed,Net 30,USD
900512,4/25/2024,Plant_OH_Toledo,NRG Energy,Natural Gas,62810.74,3/26/2024,4/25/2024,MTR-36161,Time-of-Use,Net 30,USD
900513,4/21/2024,Plant_OH_Toledo,NRG Energy,Electricity,24073.57,3/22/2024,4/21/2024,MTR-70614,Time-of-Use,Net 30,USD
900514,4/13/2024,Plant_OH_Toledo,FirstEnergy,Water & Utilities,16162.74,3/14/2024,4/13/2024,MTR-51694,Variable,Net 30,USD
900515,4/16/2024,Plant_OH_Toledo,Edison International,Water & Utilities,19920.29,3/17/2024,4/16/2024,MTR-61424,Variable,Net 30,USD
900516,4/13/2024,Plant_OH_Toledo,Edison International,Water & Utilities,17570.8,3/14/2024,4/13/2024,MTR-54890,Time-of-Use,Net 30,USD
900517,4/11/2024,Plant_OH_Toledo,AES Corporation,Steam,21915.84,3/12/2024,4/11/2024,MTR-80013,Variable,Net 30,USD
900518,4/9/2024,Plant_OH_Toledo,Southern Power,Water & Utilities,7566.16,3/10/2024,4/9/2024,MTR-44556,Variable,Net 30,USD
900519,4/16/2024,Plant_OH_Toledo,Southern Power,Electricity,48523.01,3/17/2024,4/16/2024,MTR-46804,Time-of-Use,Net 30,USD
900520,3/31/2024,Plant_OH_Toledo,American Electric Power,Steam,26511.18,3/1/2024,3/31/2024,MTR-14735,Variable,Net 30,USD
900521,4/22/2024,Plant_OH_Toledo,American Electric Power,Electricity,34150.95,3/23/2024,4/22/2024,MTR-28254,Variable,Net 30,USD
900522,4/25/2024,Plant_OH_Toledo,Duke Energy LLC,Electricity,25940.66,3/26/2024,4/25/2024,MTR-99784,Variable,Net 30,USD
900523,4/1/2024,Plant_OH_Toledo,Duke Energy LLC,Water & Utilities,8056.72,3/2/2024,4/1/2024,MTR-76627,Variable,Net 30,USD
900524,4/16/2024,Plant_OH_Toledo,Duke Energy LLC,Water & Utilities,23251.51,3/17/2024,4/16/2024,MTR-81469,Time-of-Use,Net 30,USD
900525,4/14/2024,Plant_OH_Toledo,NRG Energy Services,Steam,21571.44,3/15/2024,4/14/2024,MTR-28157,Fixed,Net 30,USD
900526,4/1/2024,Plant_OH_Toledo,Exelon Utility Co,Natural Gas,15780.92,3/2/2024,4/1/2024,MTR-57092,Variable,Net 30,USD
900527,4/1/2024,Plant_OH_Toledo,Exelon Utility Co,Electricity,41823.81,3/2/2024,4/1/2024,MTR-25917,Variable,Net 30,USD
900528,4/14/2024,Plant_OH_Toledo,Exelon Utility Co,Electricity,78925,3/15/2024,4/14/2024,MTR-58578,Fixed,Net 30,USD
900529,4/19/2024,Plant_IL_Chicago,Duke Energy,Electricity,29591.35,3/20/2024,4/19/2024,MTR-98631,Fixed,Net 30,USD
900530,4/23/2024,Plant_IL_Chicago,Duke Energy,Natural Gas,59260.59,3/24/2024,4/23/2024,MTR-93678,Variable,Net 30,USD
900531,4/2/2024,Plant_IL_Chicago,Duke Energy,Water & Utilities,6605.3,3/3/2024,4/2/2024,MTR-83145,Time-of-Use,Net 30,USD
900532,4/4/2024,Plant_IL_Chicago,NextEra Energy,Steam,12730.06,3/5/2024,4/4/2024,MTR-56958,Time-of-Use,Net 30,USD
900533,4/9/2024,Plant_IL_Chicago,NextEra Energy,Steam,14225.74,3/10/2024,4/9/2024,MTR-18820,Fixed,Net 30,USD
900534,4/19/2024,Plant_IL_Chicago,Dominion Energy,Steam,42396.22,3/20/2024,4/19/2024,MTR-98805,Time-of-Use,Net 30,USD
900535,4/10/2024,Plant_IL_Chicago,Dominion Energy,Water & Utilities,15774.2,3/11/2024,4/10/2024,MTR-51250,Fixed,Net 30,USD
900536,4/14/2024,Plant_IL_Chicago,Exelon Utilities,Steam,25213.92,3/15/2024,4/14/2024,MTR-25738,Fixed,Net 30,USD
900537,4/8/2024,Plant_IL_Chicago,Exelon Utilities,Steam,28382.5,3/9/2024,4/8/2024,MTR-48196,Time-of-Use,Net 30,USD
900538,4/16/2024,Plant_IL_Chicago,Exelon Utilities,Steam,12217.39,3/17/2024,4/16/2024,MTR-82267,Variable,Net 30,USD
900539,4/25/2024,Plant_IL_Chicago,NRG Energy,Water & Utilities,16987.27,3/26/2024,4/25/2024,MTR-64869,Fixed,Net 30,USD
900540,3/31/2024,Plant_IL_Chicago,NRG Energy,Natural Gas,36933.98,3/1/2024,3/31/2024,MTR-24823,Variable,Net 30,USD
900541,4/11/2024,Plant_IL_Chicago,FirstEnergy,Electricity,57887.61,3/12/2024,4/11/2024,MTR-72609,Fixed,Net 30,USD
900542,4/8/2024,Plant_IL_Chicago,FirstEnergy,Water & Utilities,19217,3/9/2024,4/8/2024,MTR-84256,Variable,Net 30,USD
900543,4/8/2024,Plant_IL_Chicago,Edison International,Steam,27644.9,3/9/2024,4/8/2024,MTR-28020,Variable,Net 30,USD
900544,4/3/2024,Plant_IL_Chicago,Edison International,Water & Utilities,13114.87,3/4/2024,4/3/2024,MTR-13035,Time-of-Use,Net 30,USD
900545,4/7/2024,Plant_IL_Chicago,Edison International,Electricity,61285.63,3/8/2024,4/7/2024,MTR-33494,Fixed,Net 30,USD
900546,4/9/2024,Plant_IL_Chicago,AES Corporation,Electricity,49452.46,3/10/2024,4/9/2024,MTR-71061,Variable,Net 30,USD
900547,4/25/2024,Plant_IL_Chicago,AES Corporation,Electricity,62609.15,3/26/2024,4/25/2024,MTR-41013,Variable,Net 30,USD
900548,3/31/2024,Plant_IL_Chicago,Southern Power,Steam,14403.84,3/1/2024,3/31/2024,MTR-47502,Time-of-Use,Net 30,USD
900549,4/11/2024,Plant_IL_Chicago,American Electric Power,Steam,29525.79,3/12/2024,4/11/2024,MTR-58748,Time-of-Use,Net 30,USD
900550,4/4/2024,Plant_IL_Chicago,American Electric Power,Natural Gas,23597.2,3/5/2024,4/4/2024,MTR-14923,Fixed,Net 30,USD
900551,4/5/2024,Plant_IL_Chicago,American Electric Power,Natural Gas,46162.48,3/6/2024,4/5/2024,MTR-68213,Variable,Net 30,USD
900552,4/7/2024,Plant_IL_Chicago,Duke Energy LLC,Electricity,17334.54,3/8/2024,4/7/2024,MTR-33004,Variable,Net 30,USD
900553,4/2/2024,Plant_IL_Chicago,Duke Energy LLC,Steam,16610.29,3/3/2024,4/2/2024,MTR-98977,Variable,Net 30,USD
900554,4/9/2024,Plant_IL_Chicago,NRG Energy Services,Natural Gas,27909.26,3/10/2024,4/9/2024,MTR-13546,Variable,Net 30,USD
900555,4/4/2024,Plant_IL_Chicago,Exelon Utility Co,Steam,25892.91,3/5/2024,4/4/2024,MTR-94025,Variable,Net 30,USD
900556,4/10/2024,Plant_IL_Chicago,Exelon Utility Co,Water & Utilities,15150.81,3/11/2024,4/10/2024,MTR-47259,Time-of-Use,Net 30,USD
900557,4/2/2024,Plant_MI_Detroit,Duke Energy,Natural Gas,68462.6,3/3/2024,4/2/2024,MTR-91044,Variable,Net 30,USD
900558,4/14/2024,Plant_MI_Detroit,Duke Energy,Steam,12483.66,3/15/2024,4/14/2024,MTR-13741,Time-of-Use,Net 30,USD
900559,4/20/2024,Plant_MI_Detroit,Duke Energy,Natural Gas,59086.97,3/21/2024,4/20/2024,MTR-22746,Time-of-Use,Net 30,USD
900560,4/13/2024,Plant_MI_Detroit,NextEra Energy,Electricity,78001.06,3/14/2024,4/13/2024,MTR-19936,Time-of-Use,Net 30,USD
900561,4/20/2024,Plant_MI_Detroit,NextEra Energy,Water & Utilities,4188.06,3/21/2024,4/20/2024,MTR-47873,Variable,Net 30,USD
900562,4/18/2024,Plant_MI_Detroit,NextEra Energy,Natural Gas,32898.2,3/19/2024,4/18/2024,MTR-66190,Fixed,Net 30,USD
900563,4/7/2024,Plant_MI_Detroit,Dominion Energy,Water & Utilities,19488.71,3/8/2024,4/7/2024,MTR-56893,Time-of-Use,Net 30,USD
900564,4/13/2024,Plant_MI_Detroit,Dominion Energy,Water & Utilities,12883.52,3/14/2024,4/13/2024,MTR-42125,Fixed,Net 30,USD
900565,4/19/2024,Plant_MI_Detroit,Dominion Energy,Electricity,88095.37,3/20/2024,4/19/2024,MTR-53446,Fixed,Net 30,USD
900566,4/23/2024,Plant_MI_Detroit,Exelon Utilities,Natural Gas,67314.33,3/24/2024,4/23/2024,MTR-42403,Variable,Net 30,USD
900567,4/9/2024,Plant_MI_Detroit,NRG Energy,Water & Utilities,6555.87,3/10/2024,4/9/2024,MTR-24428,Fixed,Net 30,USD
900568,4/21/2024,Plant_MI_Detroit,NRG Energy,Electricity,85880.34,3/22/2024,4/21/2024,MTR-96572,Time-of-Use,Net 30,USD
900569,4/20/2024,Plant_MI_Detroit,NRG Energy,Steam,29247.48,3/21/2024,4/20/2024,MTR-95795,Variable,Net 30,USD
900570,4/12/2024,Plant_MI_Detroit,FirstEnergy,Electricity,91628.35,3/13/2024,4/12/2024,MTR-13706,Variable,Net 30,USD
900571,4/8/2024,Plant_MI_Detroit,FirstEnergy,Water & Utilities,5037.35,3/9/2024,4/8/2024,MTR-72268,Variable,Net 30,USD
900572,4/22/2024,Plant_MI_Detroit,Edison International,Water & Utilities,8225.71,3/23/2024,4/22/2024,MTR-84142,Variable,Net 30,USD
900573,4/19/2024,Plant_MI_Detroit,Edison International,Steam,45292.22,3/20/2024,4/19/2024,MTR-41468,Fixed,Net 30,USD
900574,4/2/2024,Plant_MI_Detroit,AES Corporation,Steam,12454.35,3/3/2024,4/2/2024,MTR-46087,Fixed,Net 30,USD
900575,4/7/2024,Plant_MI_Detroit,AES Corporation,Water & Utilities,16782.18,3/8/2024,4/7/2024,MTR-39002,Fixed,Net 30,USD
900576,4/18/2024,Plant_MI_Detroit,AES Corporation,Natural Gas,46599.18,3/19/2024,4/18/2024,MTR-64890,Fixed,Net 30,USD
900577,4/6/2024,Plant_MI_Detroit,Southern Power,Steam,8937.83,3/7/2024,4/6/2024,MTR-38849,Fixed,Net 30,USD
900578,4/8/2024,Plant_MI_Detroit,Southern Power,Electricity,30994.57,3/9/2024,4/8/2024,MTR-22224,Variable,Net 30,USD
900579,4/13/2024,Plant_MI_Detroit,Southern Power,Steam,46273.62,3/14/2024,4/13/2024,MTR-43523,Fixed,Net 30,USD
900580,4/22/2024,Plant_MI_Detroit,American Electric Power,Water & Utilities,4292.52,3/23/2024,4/22/2024,MTR-76860,Variable,Net 30,USD
900581,4/22/2024,Plant_MI_Detroit,American Electric Power,Steam,42013.98,3/23/2024,4/22/2024,MTR-56581,Time-of-Use,Net 30,USD
900582,4/21/2024,Plant_MI_Detroit,American Electric Power,Water & Utilities,14950.24,3/22/2024,4/21/2024,MTR-52661,Variable,Net 30,USD
900583,4/1/2024,Plant_MI_Detroit,Duke Energy LLC,Water & Utilities,12236.03,3/2/2024,4/1/2024,MTR-62608,Fixed,Net 30,USD
900584,4/13/2024,Plant_MI_Detroit,NRG Energy Services,Steam,34938.05,3/14/2024,4/13/2024,MTR-64806,Time-of-Use,Net 30,USD
900585,4/4/2024,Plant_MI_Detroit,NRG Energy Services,Steam,34876.22,3/5/2024,4/4/2024,MTR-64228,Time-of-Use,Net 30,USD
900586,4/1/2024,Plant_MI_Detroit,Exelon Utility Co,Water & Utilities,20041.44,3/2/2024,4/1/2024,MTR-14464,Time-of-Use,Net 30,USD
900587,4/24/2024,Plant_MI_Detroit,Exelon Utility Co,Water & Utilities,6568.93,3/25/2024,4/24/2024,MTR-25544,Time-of-Use,Net 30,USD
900588,4/2/2024,Plant_PA_Pittsburgh,Duke Energy,Water & Utilities,10548.45,3/3/2024,4/2/2024,MTR-90091,Fixed,Net 30,USD
